Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/3/5,0.0000,0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0465,0.1210,0.1805,-0.0010,-0.0717,0.0213,0.1957
2020/3/6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0068,0.0272,0.1907,-0.0255,0.1957,0.1345,0.3791
2020/3/9,0.0000,-0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.1231,-0.0896,0.4738,0.1963,0.4511,0.6820,1.2466
2020/3/10,0.0000,-0.0732,0.0000,0.0000,0.0000,0.0000,0.0000,0.3514,-0.3829,0.1913,-0.1293,-0.3704,-0.3001,-0.7670
2020/3/11,0.0000,-0.4788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0839,-0.0354,-0.0009,0.1295,0.1069,-0.0008,0.0106
2020/3/12,0.0000,0.1839,0.0000,0.0000,0.0000,0.0000,0.0000,0.3943,0.0658,-0.1881,0.1626,0.2172,0.0799,0.1733
2020/3/13,0.0000,-0.1865,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0672,-0.2032,-0.5653,0.0186,-0.1704,-0.3985,-0.7980
2020/3/16,0.0000,0.1868,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2633,0.0274,-0.0076,0.2102,-0.0362,-0.1186,0.0098
2020/3/17,0.0000,-0.0937,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2938,-0.5095,-0.2791,-0.1756,-0.1680,-0.2261,-0.3701
2020/3/18,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1932,0.0916,-0.0019,0.0195,0.1209,0.0000,0.0554
2020/3/19,0.0000,-0.5735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,-0.0773,-0.0946,0.0098,-0.1207,-0.2562,-0.2722
